session_id,event_type,timestamp,step,result,duration_ms
session_0004,application_submitted,2026-01-19T01:06:48Z,submit,ok,30000
session_0004,confirmation_viewed,2026-01-19T01:07:07Z,confirmation,ok,19000
session_0005,session_started,2026-01-19T01:20:00Z,session,ok,0
session_0005,application_viewed,2026-01-19T01:20:17Z,view,ok,17000
session_0005,application_started,2026-01-19T01:20:47Z,start,ok,30000
session_0005,personal_info_completed,2026-01-19T01:23:36Z,personal_info,ok,169000
session_0005,verification_started,2026-01-19T01:24:44Z,verification,ok,68000
session_0005,verification_completed,2026-01-19T01:26:05Z,verification,ok,81000
session_0005,review_viewed,2026-01-19T01:26:15Z,review,ok,10000
session_0005,application_submitted,2026-01-19T01:26:38Z,submit,ok,23000
session_0005,confirmation_viewed,2026-01-19T01:26:50Z,confirmation,ok,12000
session_0006,session_started,2026-01-19T01:40:00Z,session,ok,0
session_0006,application_viewed,2026-01-19T01:40:10Z,view,ok,10000
session_0006,application_started,2026-01-19T01:40:33Z,start,ok,23000
session_0006,personal_info_completed,2026-01-19T01:42:15Z,personal_info,ok,102000
session_0006,verification_started,2026-01-19T01:43:40Z,verification,ok,85000
session_0006,verification_completed,2026-01-19T01:44:54Z,verification,ok,74000
session_0006,review_viewed,2026-01-19T01:45:21Z,review,ok,27000
session_0006,application_submitted,2026-01-19T01:45:37Z,submit,ok,16000
session_0006,confirmation_viewed,2026-01-19T01:46:06Z,confirmation,ok,29000
session_0007,session_started,2026-01-19T02:00:00Z,session,ok,0
session_0007,application_viewed,2026-01-19T02:00:27Z,view,ok,27000
session_0007,application_started,2026-01-19T02:00:43Z,start,ok,16000
session_0007,personal_info_completed,2026-01-19T02:02:57Z,personal_info,ok,134000
session_0007,verification_started,2026-01-19T02:04:15Z,verification,ok,78000
session_0007,verification_completed,2026-01-19T02:05:46Z,verification,ok,91000
session_0007,review_viewed,2026-01-19T02:06:06Z,review,ok,20000
session_0007,application_submitted,2026-01-19T02:06:15Z,submit,ok,9000
session_0007,confirmation_viewed,2026-01-19T02:06:37Z,confirmation,ok,22000
session_0008,session_started,2026-01-19T02:20:00Z,session,ok,0
session_0008,application_viewed,2026-01-19T02:20:20Z,view,ok,20000
session_0008,application_started,2026-01-19T02:20:29Z,start,ok,9000
session_0008,personal_info_completed,2026-01-19T02:22:51Z,personal_info,ok,142000
session_0008,verification_started,2026-01-19T02:24:02Z,verification,error,71000
session_0008,verification_completed,2026-01-19T02:25:26Z,verification,ok,84000
session_0008,review_viewed,2026-01-19T02:25:39Z,review,ok,13000
session_0008,application_submitted,2026-01-19T02:26:05Z,submit,ok,26000
session_0008,confirmation_viewed,2026-01-19T02:26:20Z,confirmation,ok,15000
session_0009,session_started,2026-01-19T02:40:00Z,session,ok,0
session_0009,application_viewed,2026-01-19T02:40:13Z,view,ok,13000
session_0009,application_started,2026-01-19T02:40:39Z,start,ok,26000
session_0009,personal_info_completed,2026-01-19T02:43:09Z,personal_info,ok,150000
session_0009,verification_started,2026-01-19T02:44:37Z,verification,ok,88000
session_0009,verification_completed,2026-01-19T02:45:54Z,verification,ok,77000
session_0009,review_viewed,2026-01-19T02:46:24Z,review,ok,30000
session_0009,application_submitted,2026-01-19T02:46:43Z,submit,ok,19000
session_0009,confirmation_viewed,2026-01-19T02:46:51Z,confirmation,ok,8000
session_0010,session_started,2026-01-19T03:00:00Z,session,ok,0
session_0010,application_viewed,2026-01-19T03:00:30Z,view,ok,30000
session_0010,application_started,2026-01-19T03:00:49Z,start,ok,19000
session_0010,personal_info_completed,2026-01-19T03:03:27Z,personal_info,ok,158000
session_0010,verification_started,2026-01-19T03:04:48Z,verification,ok,81000
session_0010,verification_completed,2026-01-19T03:05:58Z,verification,ok,70000
session_0010,review_viewed,2026-01-19T03:06:21Z,review,ok,23000
session_0010,application_submitted,2026-01-19T03:06:33Z,submit,ok,12000
session_0010,confirmation_viewed,2026-01-19T03:06:58Z,confirmation,ok,25000
session_0011,session_started,2026-01-19T03:20:00Z,session,ok,0
session_0011,application_viewed,2026-01-19T03:20:23Z,view,ok,23000
session_0011,application_started,2026-01-19T03:20:35Z,start,ok,12000
session_0011,personal_info_completed,2026-01-19T03:22:30Z,personal_info,ok,115000
session_0011,verification_started,2026-01-19T03:23:44Z,verification,ok,74000
session_0011,verification_completed,2026-01-19T03:25:11Z,verification,ok,87000
session_0011,review_viewed,2026-01-19T03:25:27Z,review,ok,16000
session_0011,application_submitted,2026-01-19T03:25:56Z,submit,ok,29000
session_0011,confirmation_viewed,2026-01-19T03:26:14Z,confirmation,ok,18000
session_0012,session_started,2026-01-19T03:40:00Z,session,ok,0
session_0012,application_viewed,2026-01-19T03:40:16Z,view,ok,16000
session_0012,application_started,2026-01-19T03:40:45Z,start,ok,29000
session_0012,personal_info_completed,2026-01-19T03:42:48Z,personal_info,ok,123000
session_0012,verification_started,2026-01-19T03:44:19Z,verification,ok,91000
session_0012,verification_completed,2026-01-19T03:45:39Z,verification,ok,80000
session_0012,review_viewed,2026-01-19T03:45:48Z,review,ok,9000
session_0012,application_submitted,2026-01-19T03:46:10Z,submit,ok,22000
session_0012,confirmation_viewed,2026-01-19T03:46:21Z,confirmation,ok,11000
session_0013,session_started,2026-01-19T04:00:00Z,session,ok,0
session_0013,application_viewed,2026-01-19T04:00:09Z,view,ok,9000
session_0013,application_started,2026-01-19T04:00:31Z,start,ok,22000
session_0013,personal_info_completed,2026-01-19T04:02:42Z,personal_info,ok,131000
session_0013,verification_started,2026-01-19T04:04:06Z,verification,ok,84000
session_0013,verification_completed,2026-01-19T04:05:19Z,verification,ok,73000
session_0013,review_viewed,2026-01-19T04:05:45Z,review,ok,26000
session_0013,application_submitted,2026-01-19T04:06:00Z,submit,ok,15000
session_0013,confirmation_viewed,2026-01-19T04:06:28Z,confirmation,ok,28000
session_0014,session_started,2026-01-19T04:20:00Z,session,ok,0
session_0014,application_viewed,2026-01-19T04:20:26Z,view,ok,26000
session_0014,application_started,2026-01-19T04:20:41Z,start,ok,15000
session_0014,personal_info_completed,2026-01-19T04:23:24Z,personal_info,ok,163000
session_0014,verification_started,2026-01-19T04:28:41Z,verification,ok,317000
session_0014,verification_completed,2026-01-19T04:34:11Z,verification,ok,330000
session_0014,review_viewed,2026-01-19T04:34:30Z,review,ok,19000
session_0014,application_submitted,2026-01-19T04:34:38Z,submit,ok,8000
session_0014,confirmation_viewed,2026-01-19T04:34:59Z,confirmation,ok,21000
session_0015,session_started,2026-01-19T04:40:00Z,session,ok,0
session_0015,application_viewed,2026-01-19T04:40:19Z,view,ok,19000
session_0015,application_started,2026-01-19T04:40:27Z,start,ok,8000
session_0015,personal_info_completed,2026-01-19T04:43:18Z,personal_info,ok,171000
session_0015,verification_started,2026-01-19T04:44:28Z,verification,ok,70000
session_0015,verification_completed,2026-01-19T04:45:51Z,verification,ok,83000
session_0015,review_viewed,2026-01-19T04:46:03Z,review,ok,12000
session_0015,application_submitted,2026-01-19T04:46:28Z,submit,ok,25000
session_0015,confirmation_viewed,2026-01-19T04:46:42Z,confirmation,ok,14000
session_0016,session_started,2026-01-19T05:00:00Z,session,ok,0
session_0016,application_viewed,2026-01-19T05:00:12Z,view,ok,12000
session_0016,application_started,2026-01-19T05:00:37Z,start,ok,25000
session_0016,personal_info_completed,2026-01-19T05:02:21Z,personal_info,ok,104000
session_0016,verification_started,2026-01-19T05:03:48Z,verification,ok,87000
session_0016,verification_completed,2026-01-19T05:05:04Z,verification,ok,76000
session_0016,review_viewed,2026-01-19T05:05:33Z,review,ok,29000
session_0016,application_submitted,2026-01-19T05:05:51Z,submit,ok,18000
session_0016,confirmation_viewed,2026-01-19T05:06:22Z,confirmation,ok,31000
session_0017,session_started,2026-01-19T05:20:00Z,session,ok,0
session_0017,application_viewed,2026-01-19T05:20:29Z,view,ok,29000
session_0017,application_started,2026-01-19T05:20:47Z,start,ok,18000
session_0017,personal_info_completed,2026-01-19T05:23:03Z,personal_info,ok,136000
session_0017,verification_started,2026-01-19T05:24:23Z,verification,ok,80000
session_0017,verification_completed,2026-01-19T05:25:32Z,verification,ok,69000
session_0017,review_viewed,2026-01-19T05:25:54Z,review,ok,22000
session_0017,application_submitted,2026-01-19T05:26:05Z,submit,ok,11000
session_0017,confirmation_viewed,2026-01-19T05:26:29Z,confirmation,ok,24000
session_0018,session_started,2026-01-19T05:40:00Z,session,ok,0
session_0018,application_viewed,2026-01-19T05:40:22Z,view,ok,22000
session_0018,application_started,2026-01-19T05:40:33Z,start,ok,11000
session_0018,personal_info_completed,2026-01-19T05:42:57Z,personal_info,ok,144000
session_0018,verification_started,2026-01-19T05:44:10Z,verification,ok,73000
session_0018,verification_completed,2026-01-19T05:45:36Z,verification,ok,86000
session_0018,review_viewed,2026-01-19T05:45:51Z,review,ok,15000
session_0018,application_submitted,2026-01-19T05:46:19Z,submit,ok,28000
session_0018,confirmation_viewed,2026-01-19T05:46:36Z,confirmation,ok,17000
session_0019,session_started,2026-01-19T06:00:00Z,session,ok,0
session_0019,application_viewed,2026-01-19T06:00:15Z,view,ok,15000
session_0019,application_started,2026-01-19T06:00:43Z,start,ok,28000
session_0019,personal_info_completed,2026-01-19T06:03:15Z,personal_info,ok,152000
session_0019,verification_started,2026-01-19T06:04:45Z,verification,ok,90000
session_0019,verification_completed,2026-01-19T06:06:04Z,verification,ok,79000
session_0019,review_viewed,2026-01-19T06:06:12Z,review,ok,8000
session_0019,application_submitted,2026-01-19T06:06:33Z,submit,ok,21000
session_0019,confirmation_viewed,2026-01-19T06:06:43Z,confirmation,ok,10000
session_0020,session_started,2026-01-19T06:20:00Z,session,ok,0
session_0020,application_viewed,2026-01-19T06:20:08Z,view,ok,8000
session_0020,application_started,2026-01-19T06:20:29Z,start,ok,21000
session_0020,personal_info_completed,2026-01-19T06:23:09Z,personal_info,ok,160000
session_0020,verification_started,2026-01-19T06:24:32Z,verification,ok,83000
session_0020,verification_completed,2026-01-19T06:25:44Z,verification,ok,72000
session_0020,review_viewed,2026-01-19T06:26:09Z,review,ok,25000
session_0020,application_submitted,2026-01-19T06:26:23Z,submit,ok,14000
session_0020,confirmation_viewed,2026-01-19T06:26:50Z,confirmation,ok,27000
session_0021,session_started,2026-01-19T06:40:00Z,session,ok,0
session_0021,application_viewed,2026-01-19T06:40:25Z,view,ok,25000
session_0021,application_started,2026-01-19T06:40:39Z,start,ok,14000
session_0021,personal_info_completed,2026-01-19T06:42:36Z,personal_info,ok,117000
session_0021,verification_started,2026-01-19T06:43:52Z,verification,ok,76000
session_0021,verification_completed,2026-01-19T06:45:21Z,verification,ok,89000
session_0021,review_viewed,2026-01-19T06:45:39Z,review,ok,18000
session_0021,application_submitted,2026-01-19T06:46:10Z,submit,ok,31000
session_0021,confirmation_viewed,2026-01-19T06:46:30Z,confirmation,ok,20000
session_0022,session_started,2026-01-19T07:00:00Z,session,ok,0
session_0022,application_viewed,2026-01-19T07:00:18Z,view,ok,18000
session_0022,application_started,2026-01-19T07:00:49Z,start,ok,31000
session_0022,personal_info_completed,2026-01-19T07:02:54Z,personal_info,ok,125000
session_0022,verification_started,2026-01-19T07:04:03Z,verification,ok,69000
session_0022,verification_completed,2026-01-19T07:05:25Z,verification,ok,82000
session_0022,review_viewed,2026-01-19T07:05:36Z,review,ok,11000
session_0022,application_submitted,2026-01-19T07:06:00Z,submit,ok,24000
session_0022,confirmation_viewed,2026-01-19T07:06:13Z,confirmation,ok,13000
session_0023,session_started,2026-01-19T07:20:00Z,session,ok,0
session_0023,application_viewed,2026-01-19T07:20:11Z,view,ok,11000
session_0023,application_started,2026-01-19T07:20:35Z,start,ok,24000
session_0023,personal_info_completed,2026-01-19T07:22:48Z,personal_info,ok,133000
session_0023,verification_started,2026-01-19T07:24:14Z,verification,error,86000
session_0023,verification_completed,2026-01-19T07:25:29Z,verification,ok,75000
session_0023,review_viewed,2026-01-19T07:25:57Z,review,ok,28000
session_0023,application_submitted,2026-01-19T07:26:14Z,submit,ok,17000
session_0023,confirmation_viewed,2026-01-19T07:26:44Z,confirmation,ok,30000
session_0024,session_started,2026-01-19T07:40:00Z,session,ok,0
session_0024,application_viewed,2026-01-19T07:40:28Z,view,ok,28000
session_0024,application_started,2026-01-19T07:40:45Z,start,ok,17000
session_0024,personal_info_completed,2026-01-19T07:43:30Z,personal_info,ok,165000
session_0024,verification_started,2026-01-19T07:44:49Z,verification,ok,79000
session_0024,verification_completed,2026-01-19T07:45:57Z,verification,ok,68000
session_0024,review_viewed,2026-01-19T07:46:18Z,review,ok,21000
session_0024,application_submitted,2026-01-19T07:46:28Z,submit,ok,10000
session_0024,confirmation_viewed,2026-01-19T07:46:51Z,confirmation,ok,23000
session_0025,session_started,2026-01-19T08:00:00Z,session,ok,0
session_0025,application_viewed,2026-01-19T08:00:21Z,view,ok,21000
session_0025,application_started,2026-01-19T08:00:31Z,start,ok,10000
session_0025,personal_info_completed,2026-01-19T08:03:24Z,personal_info,ok,173000
session_0025,verification_started,2026-01-19T08:04:36Z,verification,ok,72000
session_0025,verification_completed,2026-01-19T08:06:01Z,verification,ok,85000
session_0025,review_viewed,2026-01-19T08:06:15Z,review,ok,14000
session_0025,application_submitted,2026-01-19T08:06:42Z,submit,ok,27000
session_0025,confirmation_viewed,2026-01-19T08:06:58Z,confirmation,ok,16000
session_0026,session_started,2026-01-19T08:20:00Z,session,ok,0
session_0026,application_viewed,2026-01-19T08:20:14Z,view,ok,14000
session_0026,application_started,2026-01-19T08:20:41Z,start,ok,27000
session_0026,personal_info_completed,2026-01-19T08:22:27Z,personal_info,ok,106000
session_0026,verification_started,2026-01-19T08:23:56Z,verification,ok,89000
session_0026,verification_completed,2026-01-19T08:25:14Z,verification,ok,78000
session_0026,review_viewed,2026-01-19T08:25:45Z,review,ok,31000
session_0026,application_submitted,2026-01-19T08:26:05Z,submit,ok,20000
session_0026,confirmation_viewed,2026-01-19T08:26:14Z,confirmation,ok,9000
session_0027,session_started,2026-01-19T08:40:00Z,session,ok,0
session_0027,application_viewed,2026-01-19T08:40:31Z,view,ok,31000
session_0027,application_started,2026-01-19T08:40:51Z,start,ok,20000
session_0027,personal_info_completed,2026-01-19T08:42:45Z,personal_info,ok,114000
session_0027,verification_started,2026-01-19T08:48:07Z,verification,ok,322000
session_0027,verification_completed,2026-01-19T08:53:18Z,verification,ok,311000
session_0027,review_viewed,2026-01-19T08:53:42Z,review,ok,24000
session_0027,application_submitted,2026-01-19T08:53:55Z,submit,ok,13000
session_0027,confirmation_viewed,2026-01-19T08:54:21Z,confirmation,ok,26000
session_0028,session_started,2026-01-19T09:00:00Z,session,ok,0
session_0028,application_viewed,2026-01-19T09:00:24Z,view,ok,24000
session_0028,application_started,2026-01-19T09:00:37Z,start,ok,13000
session_0028,personal_info_completed,2026-01-19T09:03:03Z,personal_info,ok,146000
session_0028,verification_started,2026-01-19T09:04:18Z,verification,ok,75000
session_0028,verification_completed,2026-01-19T09:05:46Z,verification,ok,88000
session_0028,review_viewed,2026-01-19T09:06:03Z,review,ok,17000
session_0028,application_submitted,2026-01-19T09:06:33Z,submit,ok,30000
session_0028,confirmation_viewed,2026-01-19T09:06:52Z,confirmation,ok,19000
session_0029,session_started,2026-01-19T09:20:00Z,session,ok,0
session_0029,application_viewed,2026-01-19T09:20:17Z,view,ok,17000
session_0029,application_started,2026-01-19T09:20:47Z,start,ok,30000
session_0029,personal_info_completed,2026-01-19T09:23:21Z,personal_info,ok,154000
session_0029,verification_started,2026-01-19T09:24:29Z,verification,ok,68000
session_0029,verification_completed,2026-01-19T09:25:50Z,verification,ok,81000
session_0029,review_viewed,2026-01-19T09:26:00Z,review,ok,10000
session_0029,application_submitted,2026-01-19T09:26:23Z,submit,ok,23000
session_0029,confirmation_viewed,2026-01-19T09:26:35Z,confirmation,ok,12000
session_0030,session_started,2026-01-19T09:40:00Z,session,ok,0
session_0030,application_viewed,2026-01-19T09:40:10Z,view,ok,10000
session_0030,application_started,2026-01-19T09:40:33Z,start,ok,23000
session_0030,personal_info_completed,2026-01-19T09:43:15Z,personal_info,ok,162000
session_0030,verification_started,2026-01-19T09:44:40Z,verification,ok,85000
session_0030,verification_completed,2026-01-19T09:45:54Z,verification,ok,74000
session_0030,review_viewed,2026-01-19T09:46:21Z,review,ok,27000
session_0030,application_submitted,2026-01-19T09:46:37Z,submit,ok,16000
session_0030,confirmation_viewed,2026-01-19T09:47:06Z,confirmation,ok,29000
session_0031,session_started,2026-01-19T10:00:00Z,session,ok,0
session_0031,application_viewed,2026-01-19T10:00:27Z,view,ok,27000
session_0031,application_started,2026-01-19T10:00:43Z,start,ok,16000
session_0031,personal_info_completed,2026-01-19T10:02:42Z,personal_info,ok,119000
session_0031,verification_started,2026-01-19T10:04:00Z,verification,ok,78000
session_0031,verification_completed,2026-01-19T10:05:31Z,verification,ok,91000
session_0031,review_viewed,2026-01-19T10:05:51Z,review,ok,20000
session_0031,application_submitted,2026-01-19T10:06:00Z,submit,ok,9000
session_0031,confirmation_viewed,2026-01-19T10:06:22Z,confirmation,ok,22000
session_0032,session_started,2026-01-19T10:20:00Z,session,ok,0
session_0032,application_viewed,2026-01-19T10:20:20Z,view,ok,20000
session_0032,application_started,2026-01-19T10:20:29Z,start,ok,9000
session_0032,personal_info_completed,2026-01-19T10:22:36Z,personal_info,ok,127000
session_0032,verification_started,2026-01-19T10:23:47Z,verification,ok,71000
session_0032,verification_completed,2026-01-19T10:25:11Z,verification,ok,84000
session_0032,review_viewed,2026-01-19T10:25:24Z,review,ok,13000
session_0032,application_submitted,2026-01-19T10:25:50Z,submit,ok,26000
session_0032,confirmation_viewed,2026-01-19T10:26:05Z,confirmation,ok,15000
session_0033,session_started,2026-01-19T10:40:00Z,session,ok,0
session_0033,application_viewed,2026-01-19T10:40:13Z,view,ok,13000
session_0033,application_started,2026-01-19T10:40:39Z,start,ok,26000
session_0033,personal_info_completed,2026-01-19T10:42:54Z,personal_info,ok,135000
session_0033,verification_started,2026-01-19T10:44:22Z,verification,ok,88000
session_0033,verification_completed,2026-01-19T10:45:39Z,verification,ok,77000
session_0033,review_viewed,2026-01-19T10:46:09Z,review,ok,30000
session_0033,application_submitted,2026-01-19T10:46:28Z,submit,ok,19000
session_0033,confirmation_viewed,2026-01-19T10:46:36Z,confirmation,ok,8000
session_0034,session_started,2026-01-19T11:00:00Z,session,ok,0
session_0034,application_viewed,2026-01-19T11:00:30Z,view,ok,30000
session_0034,application_started,2026-01-19T11:00:49Z,start,ok,19000
session_0034,personal_info_completed,2026-01-19T11:03:12Z,personal_info,ok,143000
session_0034,verification_started,2026-01-19T11:04:33Z,verification,ok,81000
session_0034,verification_completed,2026-01-19T11:05:43Z,verification,ok,70000
session_0034,review_viewed,2026-01-19T11:06:06Z,review,ok,23000
session_0034,application_submitted,2026-01-19T11:06:18Z,submit,ok,12000
session_0034,confirmation_viewed,2026-01-19T11:06:43Z,confirmation,ok,25000
session_0035,session_started,2026-01-19T11:20:00Z,session,ok,0
session_0035,application_viewed,2026-01-19T11:20:23Z,view,ok,23000
session_0035,application_started,2026-01-19T11:20:35Z,start,ok,12000
session_0035,personal_info_completed,2026-01-19T11:23:30Z,personal_info,ok,175000
session_0035,verification_started,2026-01-19T11:24:44Z,verification,ok,74000
session_0035,verification_completed,2026-01-19T11:26:11Z,verification,ok,87000
session_0035,review_viewed,2026-01-19T11:26:27Z,review,ok,16000
session_0035,application_submitted,2026-01-19T11:26:56Z,submit,ok,29000
session_0035,confirmation_viewed,2026-01-19T11:27:14Z,confirmation,ok,18000
session_0036,session_started,2026-01-19T11:40:00Z,session,ok,0
session_0036,application_viewed,2026-01-19T11:40:16Z,view,ok,16000
session_0036,application_started,2026-01-19T11:40:45Z,start,ok,29000
session_0036,personal_info_completed,2026-01-19T11:42:33Z,personal_info,ok,108000
session_0036,verification_started,2026-01-19T11:44:04Z,verification,ok,91000
session_0036,verification_completed,2026-01-19T11:45:24Z,verification,ok,80000
session_0036,review_viewed,2026-01-19T11:45:33Z,review,ok,9000
session_0036,application_submitted,2026-01-19T11:45:55Z,submit,ok,22000
session_0036,confirmation_viewed,2026-01-19T11:46:06Z,confirmation,ok,11000
session_0037,session_started,2026-01-19T12:00:00Z,session,ok,0
session_0037,application_viewed,2026-01-19T12:00:09Z,view,ok,9000
session_0037,application_started,2026-01-19T12:00:31Z,start,ok,22000
session_0037,personal_info_completed,2026-01-19T12:02:27Z,personal_info,ok,116000
session_0037,verification_started,2026-01-19T12:03:51Z,verification,ok,84000
session_0037,verification_completed,2026-01-19T12:05:04Z,verification,ok,73000
session_0037,review_viewed,2026-01-19T12:05:30Z,review,ok,26000
session_0037,application_submitted,2026-01-19T12:05:45Z,submit,ok,15000
session_0037,confirmation_viewed,2026-01-19T12:06:13Z,confirmation,ok,28000
session_0038,session_started,2026-01-19T12:20:00Z,session,ok,0
session_0038,application_viewed,2026-01-19T12:20:26Z,view,ok,26000
session_0038,application_started,2026-01-19T12:20:41Z,start,ok,15000
session_0038,personal_info_completed,2026-01-19T12:23:09Z,personal_info,ok,148000
session_0038,verification_started,2026-01-19T12:24:26Z,verification,ok,77000
session_0038,verification_completed,2026-01-19T12:25:56Z,verification,ok,90000
session_0038,review_viewed,2026-01-19T12:26:15Z,review,ok,19000
session_0038,application_submitted,2026-01-19T12:26:23Z,submit,ok,8000
session_0038,confirmation_viewed,2026-01-19T12:26:44Z,confirmation,ok,21000
session_0039,session_started,2026-01-19T12:40:00Z,session,ok,0
session_0039,application_viewed,2026-01-19T12:40:19Z,view,ok,19000
session_0039,application_started,2026-01-19T12:40:27Z,start,ok,8000
session_0039,personal_info_completed,2026-01-19T12:43:03Z,personal_info,ok,156000
session_0039,verification_started,2026-01-19T12:44:13Z,verification,ok,70000
session_0039,verification_completed,2026-01-19T12:45:36Z,verification,ok,83000
session_0039,review_viewed,2026-01-19T12:45:48Z,review,ok,12000
session_0039,application_submitted,2026-01-19T12:46:13Z,submit,ok,25000
session_0039,confirmation_viewed,2026-01-19T12:46:27Z,confirmation,ok,14000
session_0040,session_started,2026-01-19T13:00:00Z,session,ok,0
session_0040,application_viewed,2026-01-19T13:00:12Z,view,ok,12000
session_0040,application_started,2026-01-19T13:00:37Z,start,ok,25000
session_0040,personal_info_completed,2026-01-19T13:03:21Z,personal_info,ok,164000
session_0040,verification_started,2026-01-19T13:08:48Z,verification,ok,327000
session_0040,verification_completed,2026-01-19T13:14:04Z,verification,ok,316000
session_0040,review_viewed,2026-01-19T13:14:33Z,review,ok,29000
session_0040,application_submitted,2026-01-19T13:14:51Z,submit,ok,18000
session_0040,confirmation_viewed,2026-01-19T13:15:22Z,confirmation,ok,31000
session_0041,session_started,2026-01-19T13:20:00Z,session,ok,0
session_0041,application_viewed,2026-01-19T13:20:29Z,view,ok,29000
session_0041,application_started,2026-01-19T13:20:47Z,start,ok,18000
session_0041,personal_info_completed,2026-01-19T13:22:48Z,personal_info,ok,121000
session_0041,verification_started,2026-01-19T13:24:08Z,verification,ok,80000
session_0041,verification_completed,2026-01-19T13:25:17Z,verification,ok,69000
session_0041,review_viewed,2026-01-19T13:25:39Z,review,ok,22000
session_0041,application_submitted,2026-01-19T13:25:50Z,submit,ok,11000
session_0041,confirmation_viewed,2026-01-19T13:26:14Z,confirmation,ok,24000
session_0042,session_started,2026-01-19T13:40:00Z,session,ok,0
session_0042,application_viewed,2026-01-19T13:40:22Z,view,ok,22000
session_0042,application_started,2026-01-19T13:40:33Z,start,ok,11000
session_0042,personal_info_completed,2026-01-19T13:42:42Z,personal_info,ok,129000
session_0042,verification_started,2026-01-19T13:43:55Z,verification,ok,73000
session_0042,verification_completed,2026-01-19T13:45:21Z,verification,ok,86000
session_0042,review_viewed,2026-01-19T13:45:36Z,review,ok,15000
session_0042,application_submitted,2026-01-19T13:46:04Z,submit,ok,28000
session_0042,confirmation_viewed,2026-01-19T13:46:21Z,confirmation,ok,17000
session_0043,session_started,2026-01-19T14:00:00Z,session,ok,0
session_0043,application_viewed,2026-01-19T14:00:15Z,view,ok,15000
session_0043,application_started,2026-01-19T14:00:43Z,start,ok,28000
session_0043,personal_info_completed,2026-01-19T14:03:00Z,personal_info,ok,137000
session_0043,verification_started,2026-01-19T14:04:30Z,verification,ok,90000
session_0043,verification_completed,2026-01-19T14:05:49Z,verification,ok,79000
session_0043,review_viewed,2026-01-19T14:05:57Z,review,ok,8000
session_0043,application_submitted,2026-01-19T14:06:18Z,submit,ok,21000
session_0043,confirmation_viewed,2026-01-19T14:06:28Z,confirmation,ok,10000
session_0044,session_started,2026-01-19T14:20:00Z,session,ok,0
session_0044,application_viewed,2026-01-19T14:20:08Z,view,ok,8000
session_0044,application_started,2026-01-19T14:20:29Z,start,ok,21000
session_0044,personal_info_completed,2026-01-19T14:22:54Z,personal_info,ok,145000
session_0044,verification_started,2026-01-19T14:24:17Z,verification,ok,83000
session_0044,verification_completed,2026-01-19T14:25:29Z,verification,ok,72000
session_0044,review_viewed,2026-01-19T14:25:54Z,review,ok,25000
session_0044,application_submitted,2026-01-19T14:26:08Z,submit,ok,14000
session_0044,confirmation_viewed,2026-01-19T14:26:35Z,confirmation,ok,27000
session_0045,session_started,2026-01-19T14:40:00Z,session,ok,0
session_0045,application_viewed,2026-01-19T14:40:25Z,view,ok,25000
session_0045,application_started,2026-01-19T14:40:39Z,start,ok,14000
session_0045,personal_info_completed,2026-01-19T14:43:36Z,personal_info,ok,177000
